Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y,Nozare/Objekta veids,Darbojās 2017.gadā,Bibliotēkas vadītājs/direktors,Reģistrācijas nr. LR Uzņēmumu reģistrā,Reģistrācijas datums LR Uzņēmumu reģistrā,Reģistrācijas nr. LR Kultūras ministrijas Bibliotēku reģistrā,Reģistrācijas datums LR Kultūras ministrijas Bibliotēku reģistrā,Juridiskais statuss,Akreditācijas apliecības nr.,Akreditācijas datums,Akreditācijas termiņš,Dibināšanas gads,Sākums,Darbība,Papildus informācija,Ēkas īpašuma forma,Ēkas uzcelšanas gads,Kultūras pieminekļa Valsts aizsardzības Nr.,Teritorijas kopējā platība (m2),Papildu informācija par infrastruktūru,Telpas pieejamas cilvēkiem ar kustību traucējumiem,Ir 3 fāzu elektrības pieslēgums,Telpu kopplatība (m2),Lietotāju vietu skaits bibliotēkā,Aktīvo lietotāju kopskaits 2017.gadā,Bērni un jaunieši līdz 18 gadiem,Pārējie,Fizisko apmeklējumu kopskaits,Fiziskais apmeklējums - Pieaugušie,Fiziskais apmeklējums - Bērni un jaunieši līdz 18 gadiem,Virtuālais apmeklējums,Sociālo tīklu apmeklējums,Izsniegumu kopskaits,No kopējā izsnieguma skaita - bērniem un jauniešiem līdz 18 gadiem,Elektroniski nosūtīto vienību kopskaits,Jaunieguvumu kopskaits,Izslēgto dokumentu kopskaits,Krājumu kopskaits 2017.gada beigās,Bezmaksas Wi-Fi,Integrētā bibliotēku informācijas sistēma,Cita integrētā bibliotēku informācijas sistēma,Datubāžu kopskaits,Printeru kopskaits,Skeneru kopskaits,Kopējamo iekārtu kopskaits,Multifunkcionālo iekārtu kopskaits,Pamatinformācija bibliotēkas vietnē pieejama,Vietnes automātiskās tulkošanas iespēja,Pašapkalpošanas grāmatu izsniegšanas/ nodošanas sistēma,Digitālo kolekciju skaits 2017.gada beigās,Izstāžu kopskaits 2017.gadā,Tematiskie pasākumi,Projektizstrāde,Izdevējdarbība,Zinātniskās pētniecības darbs
Priekules novada Gramzdas pagasta bibliotēka,LV-BIB-000465,"Skolas iela 3, Gramzda, Gramzdas pag., Priekules nov., LV-3486",56.36843,21.60321,249666,351959,Bibliotēkas,Jā,Anita Tetere,,,BLB0392,05.01.2004,Pašvaldības iestāde,625A,07.09.2015,07.09.2020,1954,,"Grāmatu apmaiņa, datora pakalpojumi, informācijas un uzziņu sniegšana, novadpētniecības darbs",,Pašvaldības īpašums,,,800.90000000,Priekules novada Gramzdas pagasta bibliotēkas teritorijas kopējā platība ir 344.5 m2;;Priekules novada Gramzdas pagasta bibliotēkas ārējam apkalpošanas punktam Aizvīķos teritorijas kopējā platība ir 456.4 m2 (Kopā veidojot 800.9 m2),Jā,Jā,128.00000000,24,177,80,97.00000000,4220.00000000,2495,1725,,,7010.00000000,2335,,923.00000000,0.00000000,15622.00000000,Jā,ALISE,,2.00000000,,,,3.00000000,Latviešu valoda,,,,10,10,,,
Priekules novada Virgas pagasta biblioteka Paplakā [ārējās apkalpošanas punkts],LV-BIB-000484,"Pagastmāja, Paplaka, Virgas pag., Priekules nov., LV-3433",56.45193,21.45316,259289,343038,Bibliotēkas,Jā,Gunta Rune,90009195261,02.11.2009,BLB0413,07.01.2004,Pašvaldības struktūrvienība,,,,2004,Vietējas nozīmes pašvaldības bibliotēkas filiāle ar publiski pieejamu interneta punktu.,"Krājuma komplektēšana,uzglabāšana,izsniegšana lasīšanai mājās.;Maksas kopēšanas, printēšanas ,skenēšanas pakalpojumi.;Informatīvas palīdzības sniegšana apmeklētājiem dažādu e- pakalpojumu un sociālo tīklu lietošanai.",,,,,,,,,0.00000000,,,,0.00000000,0.00000000,,,,,0.00000000,,,0.00000000,0.00000000,0.00000000,,,,0.00000000,,,,,,,,,,,,,
Priekules novada Virgas pagasta Purmsātu bibliotēka,LV-BIB-000485,"Dārza iela 8, Purmsāti, Virgas pag., Priekules nov., LV-3485",56.40528,21.52268,253942,347134,Bibliotēkas,Jā,Krista Auzniece,90000031692,01.07.2009,BLB0412,07.01.2004,Pašvaldības struktūrvienība,631A,07.09.2015,07.09.2020,1946,,,,Pašvaldības īpašums,1978,,,,,Jā,86.00000000,10,169,30,139.00000000,2095.00000000,1950,145,,,1818.00000000,67,,389.00000000,0.00000000,7103.00000000,Jā,ALISE,,2.00000000,1.00000000,,,2.00000000,Latviešu valoda,Google,,,6,4,,,
Priekules pilsētas bibliotēka,LV-BIB-000453,"Saules iela 1, Priekule, Priekules nov., LV-3434",56.44795,21.58898,258545,351391,Bibliotēkas,Jā,Zenta Svara,90000031601,,BLB0377,10.12.2003,Pašvaldības struktūrvienība,413A,22.12.2014,22.12.2019,,"Ziņas par bibliotēkas dibināšanu ir nepilnīgas.; Arhīvā atrodamas ziņas par bibliotēkas darbību 1947.gadā.; Konversācijas vārdnīcā lasām, ka bibliotēka Priekulē ir 1935.gadā. ;;;;","Bibliotēka nodrošina lietotājiem informacionālos pakalpojumus gan tradicionālā veidā,; gan izmantojot informācijas tehnoloģijas,; iesaistās pilsētas sabiedriskajā dzīvē un kultūras dzīves norisēs,; sadarbojas ar citām institūcijām un bibliotēkām.",,Pašvaldības īpašums,1976,,902.00000000,Bibliotēka atrodas novada domes ēkas otrajā stāvā,,Jā,190.00000000,22,547,174,373.00000000,5078.00000000,3984,1094,,,9260.00000000,894,,740.00000000,345.00000000,13948.00000000,Jā,ALISE,,2.00000000,,,,2.00000000,Latviešu valoda,,,,34,18,,,
Priekules vidusskolas bibliotēka,LV-BIB-012833,"Aizputes iela 1, Priekule, Priekules nov., LV-3434",56.43912,21.5813,257579,350883,Bibliotēkas,Jā,Zenta Siksna,1313901000,24.07.2000,BLB0360,09.12.2003,Pašvaldības iestāde,2805,17.01.2014,16.01.2020,,Priekules vidusskola dibināta 1951.gadā ar Priekules rajona DDP IK lēmumu Nr.198 no 21.05.1951. Pirmie ieraksti skolas bibliotēkas inventāra grāmatā attiecas uz 1958.gadu.,"Priekules vidusskolas bibliotēkas darbība vērsta uz atbalsta sniegšanu skolas izglītības programmu īstenošanā, komplektējot mācību literatūru u.c. dokumentus, veicot izglītojamo, pedagogu un citu bibliotēkas lietotāju bibliotekāro un informacionālo apkalpošanu, veicinot izglītojamo intelektuālo, tikumisko un emocionālo izaugsmi, rosinot pašizglītības vajadzību veidošanos.",,Pašvaldības īpašums,,,,,,Jā,70.00000000,10,324,286,38.00000000,9219.00000000,707,8512,,,15080.00000000,12800,,728.00000000,769.00000000,18683.00000000,Jā,LIIS,,0.00000000,1.00000000,,,,,,,,14,6,,,
Priekuļu novada Liepas pagasta bibliotēka,LV-BIB-000223,"Rūpnīcas iela 8, Liepa, Liepas pag., Priekuļu nov., LV-4128",57.38815,25.41966,361485,585338,Bibliotēkas,Jā,Benita Sausiņa,90000057511,25.05.2016,BLB0753,,Pašvaldības iestāde,266A,12.09.2014,12.09.2019,1909,"Par Liepas pagasta bibliotēkas dibināšanas datumu uzskatāms 1909.gada 8.februāris, kad Liepas pagastā tika dibināta izglītības biedrība “Nākotne”, kurā izvēlēja arī izrīkojumu un bibliotēku komiteju. 1911.gada 3.marta “Dzimtenes Vēstnesī” rakstīts, ka biedrībai ir sava bibliotēka, kurā atrodas 224 sējumi ap 156 rubļū vērtībā. Bibliotēkai ir 74 lasītāji. Visvairāk lasīti beletristiski (Daiļliteratūra jeb beletristika ir mākslas forma, kur kā izteiksmes līdzeklis tiek lietota valoda. Būtībā tā ir literatūra, kurā aprakstītās personas un notikumi ir izdomātas). Lasīti arī K.Skalbes, J.Poruka raksti, Kaudzīšu “Mērnieku laiki”, Apsīšu Jēkaba stāsti.","Priekuļu novada pašvaldības kultūras, izglītības un informācijas struktūrvienība, kas veic iespieddarbus, elektronisko izdevumu un citu dokumentu uzkrāšanu, sistematizēšanu un saglabāšanu, kā arī nodrošina informācijas pieejamību un izmantošanu iedzīvotājiem.;Aktīvo lietotāju skaits 2017.g. 271 t.sk.53 bērni un jaunieši līdz 18 gadiem.;",,Pašvaldības īpašums,1964,,,,,Jā,350.00000000,25,271,53,218.00000000,3297.00000000,3064,233,383,,7100.00000000,7100,,1155.00000000,1537.00000000,15019.00000000,Jā,ALISE,,2.00000000,2.00000000,,,3.00000000,,,,,28,3,,,
Priekuļu novada Mārsnēnu pagasta bibliotēka,LV-BIB-000226,"Pagastnams, Mārsnēni, Mārsnēnu pag., Priekuļu nov., LV-4129",57.42092,25.58021,365345,594903,Bibliotēkas,Jā,Lauma Zaļaiskalna,90000077397,,BLB0757,18.02.2004,Pašvaldības iestāde,267 A,12.09.2014,12.09.2019,1907,1907,Priekuļu novada Mārsnēnu pagasta publiskā bibliotēka visām sociālajām grupām ar ierobežojumiem invalīdiem ratiņkrēslos.,"pusdienas pārtraukums 12.00-13.00;trešdienās bibliotēka slēgta - semināri, kursu dienas",Pašvaldības īpašums,1934,,597.00000000,,,Jā,56.00000000,10,236,84,152.00000000,3371.00000000,2294,1077,54,,5498.00000000,644,,429.00000000,505.00000000,6475.00000000,Jā,ALISE,,2.00000000,2.00000000,1.00000000,1.00000000,,,,,,58,10,1,,
Priekuļu novada Priekuļu pagasta bibliotēka,LV-BIB-000228,"Raiņa iela 8, Priekuļi, Priekuļu pag., Priekuļu nov., LV-4126",57.31049,25.3573,352764,581762,Bibliotēkas,Jā,Liene Zuimača,90000057511,02.07.2009,BLB0759,18.02.2004,Pašvaldības struktūrvienība,268 A,12.09.2014,12.09.2019,1911,"Par Priekuļu novada Priekuļu pagasta bibliotēkas dibināšanas gadu uzskata 1911.gadu, kad darbību sāka ""Jaunraunas dziedāšanas un mūzikas biedrības"" bibliotēka. Sākotnēji bibliotēka atradās Jaunraunā, kopš 2000.gada 12.februāra - Priekuļos.","Priekuļu pagasta bibliotēka ir Priekuļu novada pašvaldības kultūras, izglītības un informācijas struktūrvienība, kas veic iespieddarbu, elektronisko izdevumu un citu dokumentu uzkrāšanu, sistematizēšanu un saglabāšanu, kā arī nodrošina informācijas pieejamību un izmantošanu iedzīvotājiem. ",";Vasaras periodā no 1.jūnija līdz 31.augustam bibliotēka sestdienās slēgta. Darba laiks P., T., C. 9:00-17:00, O. 10:00-19:00, Pk. 9:00-16:00.",Pašvaldības īpašums,1976,,406.70000000,,Jā,Jā,270.00000000,29,635,207,428.00000000,7592.00000000,5637,1955,425,10807,14757.00000000,1879,133,1287.00000000,751.00000000,11738.00000000,Jā,ALISE,,2.00000000,,,1.00000000,3.00000000,,,,,22,6,,,
Priekuļu novada Veselavas pagasta bibliotēka,LV-BIB-000242,"Viesturi, Veselava, Veselavas pag., Priekuļu nov., LV-4116",57.29011,25.47745,350647,589048,Bibliotēkas,Jā,Ingrīda Rence,9000008224,15.04.1996,BLB0773,18.02.2004,Pašvaldības iestāde,294A,12.09.2014,12.09.2019,1923,"Bibliotēka Veselavā sāka darboties 1923. gadā 27. Martā, kad Veselavas patērētāju biedrības „Merkurs” pilnvarotais Emīls Ķibermanis parakstīja Kultūras fonda bibliotēku noteikumus un saņēma 501 grāmatu bibliotēkas dibināšanai. ","Galvenais virziens lasītāju apkalpošana un informācijas uzziņu sniegšana.;Periodiku izsniedz arī lasīšanai mājās.;Bezmaksas internets.;Piekļuve datu bāzēm http://www.letonika.lv/, http://news.lv/;Var apgūt datora un interneta lietošanas prasmes.","Trešdien apkalpošana ārpus bibliotēkas (medpunkts, skola, bērnudārzs)",Pašvaldības īpašums,1765,8903,,,Jā,Jā,200.00000000,20,164,28,136.00000000,1909.00000000,1805,104,369,776,3745.00000000,150,,529.00000000,378.00000000,5449.00000000,Jā,ALISE,,2.00000000,1.00000000,1.00000000,,1.00000000,,,,,10,14,,,
Priekuļu tehnikuma biblioteka,LV-BIB-013527,"Egļu gatve 9, Priekuļi, Priekuļu pag., Priekuļu nov., LV-4126",57.31383,25.36828,353149,582416,Bibliotēkas,Jā,Olita Ansone,LV90009613611,,BLB1098,,Valsts iestāde,AI7208,31.03.2014,07.05.2019,1910,"Līdz ar skolas izveidošanu un darbības uzsākšanu 1910 gadā sāka veidoties skolas bibliotēka.;1919.gadā tika pasūtīti 12 nosaukumi periodikas. 1923.gadā jau 20 nosaukumi, vidēji šāds skaits periodikas tiek pasūtīts līdz pat 1940.gadam. Bibliotekāra pienākumus savienojot ar skolotāja darbu 1920.gadā pildīja R. Balodis, bet no 1936.gada līdz 1942.gadam skolotājs E. Šillers.;1934./35.mācību gadā bibliotēka sastāv no 780 grāmatām un žurnāliem.;1936.gadā skolēnu kooperatīva „Pamats” kulturālā sekcija savu bibliotēku nodeva skolai.",,Katra mēneša pirmā piektdiena - bibliotekārā diena,Valsts īpašums,1913,,,,,,283.00000000,54,1077,277,800.00000000,4042.00000000,3780,262,,,5652.00000000,,,62.00000000,516.00000000,23635.00000000,Jā,ALISE,,0.00000000,2.00000000,2.00000000,1.00000000,1.00000000,Latviešu valoda,,,,35,6,,,
Priekuļu vidusskolas bibliotēka,LV-BIB-012568,"Cēsu prospekts 46, Priekuļi, Priekuļu pag., Priekuļu nov., LV-4126",57.31345,25.36139,353099,582002,Bibliotēkas,Jā,Agita Norvele,0513900336,23.05.2000,BLB1065,19.03.2003,Pašvaldības struktūrvienība,3171,02.12.2015,01.12.2021,1986,,,,Pašvaldības īpašums,1986,,,,Jā,Jā,157.00000000,20,518,448,70.00000000,2093.00000000,170,1923,,,7151.00000000,4645,,1711.00000000,19.00000000,11051.00000000,,ALISE,,0.00000000,1.00000000,2.00000000,1.00000000,,Latviešu valoda,,,,7,4,,,
Priežmalas pamatskolas bibliotēka,LV-BIB-012760,"Skolas iela 6, Priežmale, Kastuļinas pag., Aglonas nov., LV-5685",56.15321,27.21082,227776,699419,Bibliotēkas,Jā,Ausma Saratova,42129025579,18.08.2005,BLB1856,02.03.2006,Pašvaldības iestāde,3058,08.04.2015,07.04.2021,1953,1953.g.,Kultūras un izglītības iestāde,,Pašvaldības īpašums,1985,,1559.00000000,,,Jā,43.00000000,6,61,44,17.00000000,1523.00000000,97,1426,4,,628.00000000,413,,28.00000000,94.00000000,440.00000000,Jā,,,0.00000000,1.00000000,,,,,,,,7,16,,,
"Profesionālās izglītības  kompetences centra ""Rīgas Tehniskā koledža"" bibliotēka",LV-BIB-013394,"Braslas iela 16, Rīga, LV-1084",56.96357,24.1646,313343,510009,Bibliotēkas,Jā,Sarmīte Nipere,,,,,,,,,,,,Katra mēneša trešā trešdiena - spodrības diena. Bibliotēka slēgta.,Valsts īpašums,1966,,,,,Jā,299.80000000,31,1018,446,572.00000000,5382.00000000,2195,3187,,,1755.00000000,831,,324.00000000,100.00000000,18837.00000000,Jā,ALISE,,0.00000000,,,,1.00000000,Latviešu valoda;Angļu valoda,,,,32,,,,
"Profesionālās izglītības kompetences centra ""Rīgas Valsts tehnikums"" bibliotēka",LV-BIB-013544,"Krišjāņa Valdemāra iela 1C, Rīga, LV-1010",56.95298,24.10399,312157,506325,Bibliotēkas,,Signe Stīpniece,,,BLB1878,11.05.2006,Valsts iestāde,,,,1919,1919.gadā.,"Profesionālās izglītības kompetences centra Rīgas Valsts tehnikums bibliotēka ir struktūrvienība, kuras darbības mērķis ir līdzdalība PIKC RVT licencēto un akreditēto izglītības programmu īstenošanā atbilstoši valsts izglītības standartiem un mācību priekšmetu programmām, līdzdalība audzināšanas darba mērķu īstenošanā, kā arī PIKC RVT bibliotēkas lietotāju bibliotekārās, bibliogrāfiskās un informatīvās apkalpošanas veikšana.",Katra mēneša pēdējā piektdiena - SPODRĪBAS DIENA.,,,,,,,,381.00000000,69,1939,736,1203.00000000,21016.00000000,5738,15278,,,22509.00000000,15839,,555.00000000,1601.00000000,65933.00000000,Jā,,,0.00000000,,,1.00000000,2.00000000,,,,,65,2,,,
Pumpuru vidusskolas bibliotēka,LV-BIB-012728,"Kronvalda iela 8, Jūrmala, LV-2008",56.96101,23.73625,313077,483961,Bibliotēkas,Jā,Aija Meiere,,,BLB0837,10.03.2004,Pašvaldības iestāde,,,,,,,,,1934,,,,,Jā,102.00000000,60,,,0.00000000,0.00000000,,,,,0.00000000,,,1294.00000000,1512.00000000,23352.00000000,Jā,ALISE,,0.00000000,1.00000000,,1.00000000,,,,,,2,23,,,
Pūņu pamatskolas bibliotēka,LV-BIB-013194,"Pūņu pamatskola, Pūņas, Valdgales pag., Talsu nov., LV-3253",57.34588,22.49077,356896,409174,Bibliotēkas,Jā,Ilga Martīne,900001812573,03.03.2000,BLB0340,09.12.2003,Pašvaldības iestāde,2423,28.03.2012,30.03.2018,1872,,"Pūņu pamatskolā mācās 87 izglītojamie, strādā 14 pedagogi un 9 tehniskie darbinieki",,Pašvaldības īpašums,1872,,,,,,33.60000000,6,96,87,9.00000000,127.00000000,43,84,,,620.00000000,252,,129.00000000,229.00000000,4832.00000000,,,,0.00000000,1.00000000,,,,,,,,,,,,
Pureņu pagasta bibliotēka,LV-BIB-000542,"Kalna iela 3, Kivdolova, Pureņu pag., Ludzas nov., LV-5745",56.45582,27.66084,262824,725564,Bibliotēkas,Jā,Ruta Zaiceva,90009161354,07.09.2009,BLB0581,21.01.2004,Pašvaldības iestāde,396,21.11.2014,21.11.2019,1948,1948. gadā,"Veic grāmatu, periodikas un elektronisko dokumentu uzkrāšanu,glabāšanu un izmantošanu visiem interesentiem kā pieaugušajiem, tā bērniem, iespējas izmantot datorus un interneta pieslēgumu, kā arī apmācības to lietošanā.","Vasaras periodā bibliotēka atvērta pirmdien, sestdien - slēgta.;Katra mēneša otrā piektdiena metodiskā diena.",Pašvaldības īpašums,1988,,2000.00000000,,,Jā,145.00000000,18,99,15,84.00000000,2426.00000000,2083,343,,29150,4901.00000000,354,,576.00000000,253.00000000,5216.00000000,Jā,ALISE,,2.00000000,1.00000000,,,1.00000000,,,,,18,12,,,
Pūres pagasta bibliotēka- informācijas un novada izpētes centrs,LV-BIB-000801,"Pūre - 18, Pūres pagasts, Tukuma novads, LV-3124",57.03521,22.90952,321834,433820,Bibliotēkas,Jā,Valda Dzelzkalēja,90000051504,12.03.1996,BLB0192,07.05.2004,Pašvaldības struktūrvienība,588A,17.11.2016,17.11.2021,1892,"Konversācijas vārdnīcā minēts, ka Pūres Sadraudzīgās biedrības bibliotēka darbojas 1892.gadā, bet, pieprasot ziņas Latvijas Valsts vēstures arhīvā, saņemts dokuments, kurā norādīts – 20.gs. 10 gadu sākums. Kā pagasta bibliotēka tā pastāv no 1945.gada. 2000.gadā mainīts nosaukums uz Pūres pagasta bibliotēka – informācijas un izpētes centrs un pievienota otra pagasta bibliotēka, kurai dots nosaukums Lamiņu bibliopunkts","Pūres pagasta bibliotēka – informācijas un novada izpētes centrs ir Pūres pagasta pašvaldības iestāde, kas realizē noteiktas bibliotekārā darba funkcijas, kuru izpildi finansē Pūres pagasta pašvaldība. Bibliotēka INIC nodrošina bibliotekāros pakalpojumus un informācijas pieejamību ikvienam iedzīvotājam, veicina sabiedrības izaugsmi un piedalās mūžizglītības procesā. Bibliotēka ir vietējās sabiedrības informācijas aprites vieta. Tās misija – padarīt savus un globālos informācijas resursus pieejamus un noderīgus iedzīvotājiem, rosināt bērnos un jauniešos interesi par grāmatu, kā arī saglabāt vietējas nozīmes kultūras mantojuma krājumu nākamajām paaudzēm.","Lamiņu bibliopunktā pirmdienās 8:00 - 16:00, jūlijā - slēgts",Pašvaldības īpašums,1990,,,,Jā,,233.00000000,20,501,125,376.00000000,13143.00000000,8343,4800,3282,6088,27194.00000000,3213,,822.00000000,2055.00000000,8424.00000000,Jā,ALISE,,4.00000000,2.00000000,2.00000000,1.00000000,2.00000000,,,,21,22,37,1,5,
Pūres pamatskolas bibliotēka,LV-BIB-013225,"Pūres pamatskola, Pūre, Pūres pag., Tukuma nov., LV-3124",57.03386,22.93917,321655,435617,Bibliotēkas,Jā,M.Jandava,90009191698,02.11.2009,BLB0929,11.03.2004,Pašvaldības struktūrvienība,,,,2004,,,,Pašvaldības īpašums,,,,,,Jā,35.00000000,8,182,167,15.00000000,1530.00000000,42,1488,,,3290.00000000,3018,,291.00000000,195.00000000,7167.00000000,,,,0.00000000,1.00000000,,,,,,,,7,4,,,
Pušas pagasta bibliotēka,LV-BIB-000664,"Parka iela 1, Puša, Pušas pag., Rēzeknes nov., LV-4635",56.24213,27.21359,237675,699130,Bibliotēkas,Jā,Austra Nipere,90000025728,29.02.1996,BLB0505,12.01.2004,Pašvaldības struktūrvienība,658A,17.11.2016,17.11.2021,1949,,"Bibliotēkas mērķis ir sniegt daudzpusīgus, kvalitatīvus bibliotekāros un informatīvos pakalpojumus, organizēt lasīšanas veicināšanas pasākumus",Brīvdienas: sestdiena un svētdiena,Pašvaldības īpašums,1967,,1700.00000000,,,,82.00000000,6,136,24,112.00000000,1921.00000000,1519,402,421,,1925.00000000,,,273.00000000,388.00000000,6440.00000000,Jā,ALISE,,0.00000000,,,,,,,,,36,9,,,
"Puškina liceja bibliotēka ",LV-BIB-013150,"Sarkandaugavas iela 22, Rīga, LV-1005",56.99878,24.12471,317258,507576,Bibliotēkas,Jā,A.Petrjakova,39139000821,25.05.2000,BLB1925,21.06.2007,Pašvaldības iestāde,1543,28.02.2013,29.01.2019,,"No 1972.g. līdz 1987.g. bija 79. vidusskolas bibliotēka, no 1989.g. Puškina liceja bibliotēka.;;28.01.2013.g. liceja bibliotēka bija akreditēta vienlaicīgi ar Puškina liceju līdz 29.01.2019.g.","Puškina liceja bibliotēkas mērķis - attīstīt un stiprināt izglītojošo paradumu un prieku lasīt un mācīties, kā arī izmantot bibliotēku visa mūža garumā.",,,,,,,,,130.00000000,29,,,0.00000000,0.00000000,,,,,0.00000000,,,0.00000000,0.00000000,33546.00000000,,,,0.00000000,,,,,,,,,,,,,
Pušmucovas pamatskolas bibliotēka,LV-BIB-012869,"Skolas iela, Pušmucova, Pušmucovas pag., Ciblas nov.",56.64334,27.71922,283872,728028,Bibliotēkas,Jā,Alla Ločmele,1512900451,28.02.2000,BLB0890,10.03.2004,Pašvaldības iestāde,3118,26.05.2015,26.05.2021,1972,,"Pamatizglītības programma. bibliotēka nodrošina visus skolas un pagasta pasākumus ar informācijas atlasi un scenāriju veidošanu. Piedalās lasītveicināšanas pasākumos - Bērnu žūrija, bibliotekārās stundas, bibliotēku nedēļa u.c. ",katra mēneša pirmā piektdiena sanitārā diena.,Pašvaldības īpašums,1972,,1109.00000000,,Jā,Jā,24.00000000,5,85,41,44.00000000,917.00000000,240,677,,,677.00000000,326,,48.00000000,0.00000000,8845.00000000,Jā,,,0.00000000,1.00000000,,,,,,,,3,4,,,
Puzes bibliotēka,LV-BIB-000872,"Puzes pamatskola, Blāzma, Puzes pag., Ventspils nov., LV-3613",57.35467,22.06275,358526,383447,Bibliotēkas,Jā,Anda Lejniece,90009426489,07.10.2010,BLB0832,20.11.2008,Pašvaldības struktūrvienība,431A,28.08.2014,28.08.2019,1923,"Bibliotēka uzsākusi darbību 1923. gadā kā patērētāju biedrības bibliotēka ar 65 lasītājiem. Sākumā tā atradusies Aizsargu namā, bet kopš 1979. gada – vienā ēkā ar pamatskolu un kultūras namu.","Ventspils novada Puzes pagasta pārvaldes kultūras, izglītības un informācijas iestāde. Darbības mērķis ir iedzīvotāju bibliotekārā, bibliogrāfiskā un informatīvā apkalpošana. Bibliotēkai ir kultūras, informācijas, izglītības, sociālās un izklaidējošās funkcijas.","Pusdienas pārtraukums - 12:00 - 12:30;Katra mēneša pēdējā ceturtdienā - slēgts, semināru diena Ventspilī.",Pašvaldības īpašums,1979,,,,,,216.00000000,30,294,119,175.00000000,7097.00000000,2452,4645,,,11454.00000000,680,,587.00000000,2.00000000,8700.00000000,Jā,ALISE,,3.00000000,1.00000000,1.00000000,1.00000000,,,,,8,60,19,2,,
Puzes pamatskolas bibliotēka,LV-BIB-013295,"Puzes pamatskola, Blāzma, Puzes pag., Ventspils nov., LV-3613",57.35467,22.06275,358526,383447,Bibliotēkas,Jā,Sibilla Veģe,,,BLB1599,18.08.2004,Pašvaldības iestāde,,,,1976,,,,Pašvaldības īpašums,1976,,,,,,20.00000000,,3,3,0.00000000,0.00000000,,,,,212.00000000,,,212.00000000,0.00000000,2961.00000000,,,,0.00000000,,,,,,,,,,,,,
Raiskuma internātpamatskolas - rehabilitācijas centra bibliotēka,LV-BIB-012570,"Dzelmes 5, Raiskums, Raiskuma pag., Pārgaujas nov., LV-4146",57.30962,25.1594,352447,569843,Bibliotēkas,Jā,Agita Nulle,4423901099,13.12.2010,BLB1094,22.03.2004,Pašvaldības iestāde,,,,1957,"Skolu 1957. gadā dibinājis profesors, bērnu ķirurgs Aleksandrs Bieziņš bērniem ar fiziskās attīstības traucējumiem - kustību un atbalsta traucējumiem no visas Latvijas.","Bibliotēka ar saviem krājumiem apkalpo skolēnus, kuri mācās pēc 5 izglītības programmām, kā arī pedagogus, skolas darbiniekus. Skolēnu vecākus apkalpo lasītavā.",,Pašvaldības īpašums,1963,,,,Jā,Jā,66.00000000,28,181,126,55.00000000,5796.00000000,669,5127,,,24089.00000000,16494,,117.00000000,8.00000000,18632.00000000,,ALISE,,0.00000000,1.00000000,,,,,,,,12,3,,,
Rāmuļu pamatskolas bibliotēka,LV-BIB-012571,"Rāmuļu Skola, Rāmuļi, Vaives pag., Cēsu nov., LV-4136",57.21298,25.4152,341982,585475,Bibliotēkas,Jā,Irida Kārkliņa,,,BLB1084,23.03.2004,Pašvaldības iestāde,2959,16.09.2014,17.09.2020,1992,,,Pusdienas pārtraukums 13:00 līdz 13:30.;Bibliotekāres atvaļinājums no 15.06. līdz 14.08.2018.,Pašvaldības īpašums,1956,,64000.00000000,,,Jā,24.00000000,9,91,70,21.00000000,1386.00000000,271,1115,,,1824.00000000,1236,,556.00000000,390.00000000,3329.00000000,Jā,ALISE,,0.00000000,,,,1.00000000,,,,,6,2,,,
